"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"bc2584302fffead698e1809107a60040"	"m"	"Quando eu era criança, assistia aos desenhos do Ligeirinho e me encantava ao ver aqueles feijões mexicanos que pulavam sozinhos."	"positiva"	"3.968"
"bc2584302fffead698e1809107a60040"	"m"	"Apenas nos importávamos com a nossa opinião, e namoramos durante 9 meses."	"positiva"	"2.991"
"bc2584302fffead698e1809107a60040"	"m"	"Ele disse que me amava que sente minha falta que quando terminasse a faculdade iria vim me busca."	"positiva"	"2.848"
"bc2584302fffead698e1809107a60040"	"m"	"O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que dividir, mas com ROUPAS DE MARCA, TÊNIS E academia ele tem sempre!"	"negativa"	"8.664"
"bc2584302fffead698e1809107a60040"	"m"	"Ele insistiu que eu relatasse exatamente nosso romance, desde o início, sem omitir nada, e depois publicasse na internet."	"negativa"	"10.215"
"bc2584302fffead698e1809107a60040"	"m"	"Eu fico chateada, óbvio que não abala o meu namoro esses comentários ridículos, mas eu acho que o ser humano deve ser menos indiscreto e ter mais consideração com os outros."	"negativa"	"4.856"
"bc2584302fffead698e1809107a60040"	"m"	"No fim , nos despedimos , e nos olhamos como se nossos olhos trocassem um  eu te amo  e sinto que foi isso mesmo !"	"positiva"	"3.119"
"bc2584302fffead698e1809107a60040"	"m"	"Minha mãe não lembrou, poucas pessoas lembraram."	"neutra"	"5.67"
"bc2584302fffead698e1809107a60040"	"m"	"Ela não pode entrar na internet quando ele tá na casa dela (a não ser BEM RÁPIDO) pq tem que estar o tempo todo JUNTO DELE."	"negativa"	"5.914"
"bc2584302fffead698e1809107a60040"	"m"	"Quando durmo a noite sempre sonho com você, você é lindo."	"positiva"	"2.287"
"bc2584302fffead698e1809107a60040"	"m"	"Quando acordei, meu namorado estava com a mão na minha cintura, me abraçando, e com a cabeça perto do meu cabelo."	"positiva"	"4.247"
"bc2584302fffead698e1809107a60040"	"m"	"Eu mato o tempo, escrevendo nesse diario online."	"neutra"	"2.718"
"bc2584302fffead698e1809107a60040"	"m"	"Obrigada por estar lá quando eu pensei em me suicidar, te olhei, e pensei tenho que ficar pra cuidar de ti."	"negativa"	"2.968"
"bc2584302fffead698e1809107a60040"	"m"	"Passamos uns 20 minutos conversando antes do filme começar e o papo estava bom, ela sorria, me tocava, ajeitava a blusa e o cabelo, sinais de interesse dela."	"positiva"	"4.112"
"bc2584302fffead698e1809107a60040"	"m"	"Sinto minha vida tão bagunçada, vejo meus sonhos morrendo, minha vida tomar direção contrária aquilo que imaginei um dia."	"negativa"	"23.223"
"bc2584302fffead698e1809107a60040"	"m"	"Indiretas afetam o meu mau humor e só faz vc ser mais repugnante pra mim."	"negativa"	"2.382"
"bc2584302fffead698e1809107a60040"	"m"	"Sinto este desejo todos os dias sabe, até mesmo quando faço, porém horas depois já estou com vontade de fazer amor gostoso."	"positiva"	"4.633"
"bc2584302fffead698e1809107a60040"	"m"	"Acordei com o Matheus me chamando , depois fiz uma coisinha minha mãe chego , vim pro computador , já fui na casa da Dani e só ."	"neutra"	"6.52"
"bc2584302fffead698e1809107a60040"	"m"	"Estar sozinho é fechar as mãos no nada quando se atravessa a rua correndo e não se tem uma mão para segurar."	"negativa"	"5.038"
"bc2584302fffead698e1809107a60040"	"m"	"Bom eu me chamo Daniele Felix Tenho 15 anos e não tenho com quem desabafar então escolhi aqui."	"neutra"	"3.961"
"bc2584302fffead698e1809107a60040"	"m"	"A minha prima de 4 anos estava na sala conversando com minha mãe ai eu simplesmente terminei e fui pra sala."	"neutra"	"13.11"
"bc2584302fffead698e1809107a60040"	"m"	"O sexo já não era tão bom e meu esposo ficava muito calado e quieto comigo."	"negativa"	"2.742"
"bc2584302fffead698e1809107a60040"	"m"	"Minha vó faleceu, eu não estou conseguindo lidar com essa situação."	"negativa"	"1.545"
"bc2584302fffead698e1809107a60040"	"m"	"Já saímos, e esta é terceira vez ao qual vou relatar."	"neutra"	"2.145"
"bc2584302fffead698e1809107a60040"	"m"	"O caso é não fica atrás dele, sei que é difícil não demonstrar o que sente, mas pode ter certeza, eles não dão tanto valor a garotas que ficam atrás deles, enchendo o saco o tempo todo."	"neutra"	"9.767"
"bc2584302fffead698e1809107a60040"	"m"	"Não que eu me considere uma imortal, para mim, todos tem o mesmo destino."	"positiva"	"2.422"
"bc2584302fffead698e1809107a60040"	"m"	"sintomas que eu sempre sofri como timidez, depressão, isolamento, mediunidade mal orientada, brigas com famílias, carência afetiva e vida profissional, tentei buscar alguma forma de uma auto regressão mais não achei."	"negativa"	"3.733"
"bc2584302fffead698e1809107a60040"	"m"	"Tentar ser forte e acreditar, que tudo vai passar."	"positiva"	"2.411"
"bc2584302fffead698e1809107a60040"	"m"	"Dai meu amigo veio me falar que ela disse que eu era bonito e perguntou se eu tinha namorada."	"positiva"	"3.671"
"bc2584302fffead698e1809107a60040"	"m"	"E é assim até hoje, sofrendo, brigando direto com meus pais."	"negativa"	"1.825"
"bc2584302fffead698e1809107a60040"	"m"	" Amo você mais do que a mim mesma, afinal você é minha mãe."	"positiva"	"1.944"
"bc2584302fffead698e1809107a60040"	"m"	"Brincar de acampamento na casa do meu avô , e das comidas estranhas que ele fazia !"	"positiva"	"2.429"
"bc2584302fffead698e1809107a60040"	"m"	"Eles moram em cidades diferentes, porém próximas."	"neutra"	"2.273"
"bc2584302fffead698e1809107a60040"	"m"	"Eu já cansei de correr atrás de quem não merece, agora se quiser que venha atrás de mim , você sabe onde me procurar e onde me encontrar."	"positiva"	"4.478"
"bc2584302fffead698e1809107a60040"	"m"	"Eu hoje estava vindo trabalhar de tomara que caia todo florido de salto bem alto, um coletinho de renda, maquiada de acordo com a roupa com um brinco de perola caidinho de rayban."	"positiva"	"7.768"
"bc2584302fffead698e1809107a60040"	"m"	"Sou como o rio que corre em busca de algo, mas não sabe o que, e nem quando vai chegar."	"positiva"	"5.856"
"bc2584302fffead698e1809107a60040"	"m"	"Depois de algum tempo acabamos nos vendo e ficamos mais vezes."	"positiva"	"2.271"
"bc2584302fffead698e1809107a60040"	"m"	"Preciso que você também se ame e prometa que vai procurar cuidar mais de mim, sou parte de você."	"positiva"	"2.661"
"bc2584302fffead698e1809107a60040"	"m"	"Talvez eu doe, para algum cachorro que precise de amor."	"positiva"	"3.055"
"bc2584302fffead698e1809107a60040"	"m"	"Quando ele me virou, me beijou tanto que começamos a gozar juntos."	"positiva"	"1.879"
"bc2584302fffead698e1809107a60040"	"m"	"Quando a água do mar te acalmar, será o meu abraço que você irá sentir."	"positiva"	"2.319"
"bc2584302fffead698e1809107a60040"	"m"	"Não foi bem uma transa, mas foi legal."	"positiva"	"1.447"
"bc2584302fffead698e1809107a60040"	"m"	"Não se espante com esta confissão."	"neutra"	"2.464"
"bc2584302fffead698e1809107a60040"	"m"	"Não tem muitos amigos, e acaba sendo até muitas vezes egoísta, se precisar, passa por cima de alguém para ganhar algo."	"negativa"	"157.102"
"bc2584302fffead698e1809107a60040"	"m"	"Levantamos e fomos comprar cerveja para a minha mãe."	"neutra"	"2.008"
"bc2584302fffead698e1809107a60040"	"m"	"Eu tenho 15 anos moro no Rio e o que eu mais gosto é de ficar na internet."	"positiva"	"5.024"
"bc2584302fffead698e1809107a60040"	"m"	"Fiquei surpresa e paralisada!"	"positiva"	"1.175"
"bc2584302fffead698e1809107a60040"	"m"	"Eu e meu namorado agora, temos ficado bastante tempo juntos, e ainda temos aquele sonho de dormi juntos, e acordar um do lado do outro, sabe."	"positiva"	"3.631"
"bc2584302fffead698e1809107a60040"	"m"	"Das outras vezes que eu vim escrever, era pra contar histórias engraçadas."	"neutra"	"2.575"
"bc2584302fffead698e1809107a60040"	"m"	"Vibro com alegrias que não me pertecem."	"positiva"	"1.728"
"bc2584302fffead698e1809107a60040"	"m"	"Mas uma hora eu vou ter que aprender a conviver com isso."	"neutra"	"3.951"
"bc2584302fffead698e1809107a60040"	"m"	"Não ficamos, nem sequer nos beijamos, almoçamos juntos algumas vezes nos falamos por telefone e nos correspondemos por mensagens e msn, tudo começou com uma amizade."	"positiva"	"4.758"
"bc2584302fffead698e1809107a60040"	"m"	"E porque ele é muito envergonhado pra dar em cima de você, é timidez."	"negativa"	"4.001"
"bc2584302fffead698e1809107a60040"	"m"	"Eu achei super estranho e fiquei com muito medo, mais mesmo assim passamos pelo homem e continuamos andando."	"negativa"	"3.502"
"bc2584302fffead698e1809107a60040"	"m"	"Muitas vezes essa pessoa feri nossos sentimentos sem sequer saber o que sentimos."	"negativa"	"2.584"
"bc2584302fffead698e1809107a60040"	"m"	"Eu não pretendo me comprometer seriamente com ninguém."	"neutra"	"3.99"
"bc2584302fffead698e1809107a60040"	"m"	"Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha realidade e então o meu romance de verão teve que chegar ao fim por conta das responsabilidades do mundo real."	"negativa"	"4.208"
"bc2584302fffead698e1809107a60040"	"m"	"Bom, antes de tudo devo deixar expresso aqui que ela quem me mandou o e-mail abaixo, contando detalhe por detalhe de tudo e eu garanto é 100% verdade."	"neutra"	"4.078"
"bc2584302fffead698e1809107a60040"	"m"	"Ele chegou as 00:30 eu o esperava ansiosa pois sempre dormíamos agarradinhos e por isso o esperava."	"positiva"	"3.871"
"bc2584302fffead698e1809107a60040"	"m"	"Descobri com minha mãe que meu padrasto estava traindo ela."	"negativa"	"2.584"
"bc2584302fffead698e1809107a60040"	"m"	"Não sei se você está vivo, mas sei que onde quer que você esteja, está em meu coração, e eu to contigo pequeno."	"positiva"	"9.048"
"bc2584302fffead698e1809107a60040"	"m"	"Mas também não adianta tu querer colocar um decote, e um short enfiado no cú , garotas desse tipo só são vistas como objeto sexual."	"negativa"	"4.791"
"bc2584302fffead698e1809107a60040"	"m"	"Ai a doida falou com ela e nem entendi a conversa delas mas acabei ficando calada."	"neutra"	"4.576"
"bc2584302fffead698e1809107a60040"	"m"	"Já tinha amado alguém que nunca me amou, fiz de tudo pela minha ex, e de um dia para o outro ela me deixou, dói de mais amar e ter que viver de migalhas, e nesta minha vida curta já sofri demais, então por que não corresponder a Helen?"	"negativa"	"5.982"
"bc2584302fffead698e1809107a60040"	"m"	"Gostoso, quentinho, agradável."	"positiva"	"1.575"
"bc2584302fffead698e1809107a60040"	"m"	"Aos 5 anos de idade eu quase morri!"	"negativa"	"2.576"
"bc2584302fffead698e1809107a60040"	"m"	"Meu niver trabalhei o dia todo, quase 20:00 e eu aqui nesta transito horrível, vou chegar em casa somente pra dormir e hoje é meu dia não aproveitei nada."	"negativa"	"3.928"
"bc2584302fffead698e1809107a60040"	"m"	"Enfim, Boa Noite, e gostaria de agradecer aos comentários do assunto anterior."	"neutra"	"2.536"
"bc2584302fffead698e1809107a60040"	"m"	"Me imagino passando perto da casa dos meus pais e deixando um pão quentinho a tarde."	"positiva"	"3.927"
"bc2584302fffead698e1809107a60040"	"m"	"Eu cheguei da escola ontem normal almocei e eu estava com o fone de ouvido no ultimo volume."	"neutra"	"5.862"
"bc2584302fffead698e1809107a60040"	"m"	"Eu confiei muito na Evellyn (minha prima), eu contei a ela coisas que só EU deveria saber, contei meus segredos, fiz coisas com ela, confiei nela até o último momento."	"positiva"	"6.926"
"bc2584302fffead698e1809107a60040"	"m"	"Coisas acontecem nos piores momentos, faz parte dessa longa viagem chamada vida."	"negativa"	"5.313"
"bc2584302fffead698e1809107a60040"	"m"	"Muitas vezes confundido com o veterinário, o zootecnista é, na verdade, o profissional voltado para o desenvolvimento da produção."	"neutra"	"7.167"
"bc2584302fffead698e1809107a60040"	"m"	"Lembra daquele natal que eu passei sozinha?"	"negativa"	"2.014"
"bc2584302fffead698e1809107a60040"	"m"	"O ônibus interno parou e perguntou se eu iria para Benq, informei que não."	"neutra"	"2.736"
"bc2584302fffead698e1809107a60040"	"m"	"Atualmente estou em um relacionamento homossexual."	"positiva"	"3.647"
"bc2584302fffead698e1809107a60040"	"m"	"Cartas de amor geralmente não começam assim, com explicações e motivos."	"negativa"	"2.98"
"bc2584302fffead698e1809107a60040"	"m"	"Eu mudo muito meus sentimentos em relação a ele."	"neutra"	"3.0"
"bc2584302fffead698e1809107a60040"	"m"	"Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila me parecia mas um caracol."	"negativa"	"4.315"
"bc2584302fffead698e1809107a60040"	"m"	"Na minha escola é cheio de rockeiros e as patricinhas que tinham lá normalmente se tornaram umas vadias!"	"negativa"	"4.573"
"bc2584302fffead698e1809107a60040"	"m"	"5 anos sem a pessoa que mais me importa nesse mundo."	"negativa"	"2.463"
"bc2584302fffead698e1809107a60040"	"m"	"Isso aconteceu na noite de 4º feira, e no domingo estava fazendo o almoço e meu marido estava vendo futebol com meu filho."	"neutra"	"3.784"
"bc2584302fffead698e1809107a60040"	"m"	" Entrei, pedi licença e fui pegar um livro de romance!"	"neutra"	"2.03"
"bc2584302fffead698e1809107a60040"	"m"	"O certo é você ser inteligente."	"positiva"	"2.68"
"bc2584302fffead698e1809107a60040"	"m"	"Era muita gente, tenho certeza que os 24 que entrarem vão ter gabaritado a prova!"	"neutra"	"3.539"
"bc2584302fffead698e1809107a60040"	"m"	"Me senti a pessoa mais sem chão do mundo."	"negativa"	"2.173"
"bc2584302fffead698e1809107a60040"	"m"	"Queria esquecer a luz dos teus olhos, pois assim eu não sentiria saudades deles, queria esquecer o tom da sua voz, o seu jeito de falar, queria esquecer esse sorriso lindo que só você tem."	"positiva"	"4.983"
"bc2584302fffead698e1809107a60040"	"m"	"Enquanto vc é importante para as pessoas você é lindo, é fofo, é inteligente, é sensual e se for além de tudo você se torna o amor."	"positiva"	"6.735"
"bc2584302fffead698e1809107a60040"	"m"	"Assim que subir a Erika vai te olhar com aqueles olhos de reprovação."	"negativa"	"3.839"
"bc2584302fffead698e1809107a60040"	"m"	"Trabalham também como administradores rurais e planejadores de fazendas e instalações rurais."	"neutra"	"3.769"
"bc2584302fffead698e1809107a60040"	"m"	"Imaginem uma menina de 14 anos alta, e sem peito, bunda, cochas longas e finas, com certeza ficaria uma merda."	"negativa"	"3.038"
"bc2584302fffead698e1809107a60040"	"m"	"Se ele puxar assunto quer dizer que ele gosta de falar com você, mas se caso você puxa assunto, e ele te responde com frases curtas ou demora pra responder e vem com desculpinhas pedindo desculpa pela demora, quer dizer que você tá enchendo a paciência dele e ele só te responde por educação."	"negativa"	"23.815"
"bc2584302fffead698e1809107a60040"	"m"	"Ai ele me achou melhor e colocou na receita apenas um comprimido de fluoxetina."	"neutra"	"2.895"
"bc2584302fffead698e1809107a60040"	"m"	"Venho de família em que o Pai sempre sustentou a casa para criar os filhos, enquanto minha mãe ficava em casa cuidando da gente."	"neutra"	"3.895"
"bc2584302fffead698e1809107a60040"	"m"	"Dois irmãos que moravam em fazendas vizinhas, separadas apenas por um riacho, entraram em conflito."	"neutra"	"2.208"
"bc2584302fffead698e1809107a60040"	"m"	"Esta noite início meu livro e quero compartilhar com vocês e lógico pedir aquelas famosas criticas de sempre, preciso daquele olhar crítico que todo bom leitor tem."	"positiva"	"5.928"
"bc2584302fffead698e1809107a60040"	"m"	"Pensamos diferentes, temos objetivos diferentes."	"neutra"	"4.166"
"bc2584302fffead698e1809107a60040"	"m"	"Ninguém acredita, e alguns até riem, quando eu digo que meu cachorro foi tudo e nada para mim, e que me salvou do suicídio, mas acho que lendo esse texto, alguns entenderiam."	"negativa"	"3.543"
"bc2584302fffead698e1809107a60040"	"m"	"Será que ele vai começar a me analisar?"	"neutra"	"2.168"
"bc2584302fffead698e1809107a60040"	"m"	"Daí o meu pânico eu não consegui tomar o remédio eu estava muito nervosa e com medo, meu pai não entendeu a fobia que eu tenho de agulhas e brigou comigo na frente das enfermeiras."	"negativa"	"3.712"
"bc2584302fffead698e1809107a60040"	"m"	"Ficava olhando ele dar aula, sonhando , imaginando coisas."	"positiva"	"3.223"
"bc2584302fffead698e1809107a60040"	"m"	"No ultimo aparelho ele ficou do meu lado e eu disse que tava cansada, aí ele disse: Se você quiser pode ficar ai, até 10 da noite, que a gente fecha a academia."	"neutra"	"5.664"
"bc2584302fffead698e1809107a60040"	"m"	"A descoberta de novos sentimentos, novas ações e tals."	"positiva"	"1.895"
"bc2584302fffead698e1809107a60040"	"m"	"Quando uma pétala tocar o seu rosto, será minha mão deslizando pelo seu corpo."	"positiva"	"2.136"
"bc2584302fffead698e1809107a60040"	"m"	"Já basta, não aguentando mais, eu discuti com minha tia hoje com minha mãe e estou chorando e parece que estou sozinha de novo e como sempre fiquei."	"negativa"	"3.223"
"bc2584302fffead698e1809107a60040"	"m"	"Bicos que podem ser macios como os seios, que estão inchados e orgulhosos de serem tão fofos."	"positiva"	"3.4"
"bc2584302fffead698e1809107a60040"	"m"	"Basta saber viver, saber ser livre , amar e ser amado , saber fazer e ser feliz !"	"positiva"	"1.693"
"bc2584302fffead698e1809107a60040"	"m"	"Naquela noite dormi com ela, as brigas em minha casa estavam constante, não conseguia participar de minhas aulas , estava distante de minha família, e para ajudar eu e minha mãe batemos muito de frente."	"negativa"	"4.287"
"bc2584302fffead698e1809107a60040"	"m"	"Algo gostoso, muito gostoso estava beijando pela primeira vez e foi muito bom pra mim."	"positiva"	"1.945"
"bdf066947686ab2cd01768f202816430"	"f"	"O que você semeia você certamente colherá."	"neutra"	"3.794"
"bdf066947686ab2cd01768f202816430"	"f"	" Me desculpe, ou melhor, me perdoe por eu não ser a filha dos seus sonhos tao perfeitos, por eu só te decepcionar quando você esperava o maximo de mim."	"negativa"	"5.216"
"bdf066947686ab2cd01768f202816430"	"f"	"Obrigado meu Deus pela vida de meu esposo!"	"neutra"	"1.914"
"bdf066947686ab2cd01768f202816430"	"f"	"Eu era uma criança muito tímida, me lembro que a turma inteira fazia bagunça e eu ficava ali no canto, sozinho sem conversar com ninguém."	"neutra"	"6.706"
"bdf066947686ab2cd01768f202816430"	"f"	"Comecei a pegar carona com ele ao final do expediente, fato que achei melhor esconder do meu marido, ele acha que eu volto de ônibus, mas ônibus são tão lotados e demorados."	"neutra"	"10.438"
"bdf066947686ab2cd01768f202816430"	"f"	"Estes seios que não cabem dentro de uma mão, esparramam-se entre os dedos, que torce para que os aperte com firmeza, dedos que entram pelo sutiã, aparecendo pelo decote malicioso da blusa vermelha, e por dentro do sutiã aperta-os com doçura, delicadamente, apalpando e puxando para fora aquilo tudo que por dentro queima e palpita forte."	"neutra"	"9.91"
"bdf066947686ab2cd01768f202816430"	"f"	"No horário do almoço, ele me liga e fala que esta com o maior tesão, nossa meu corpo esquenta, como dispara-se algo em mim no som da voz dele,"	"positiva"	"5.953"
"bdf066947686ab2cd01768f202816430"	"f"	"Depois de mais uma vez ter tido provas de que esse alguém não me quer , decidi que vou esquece-lo."	"positiva"	"4.812"
"bdf066947686ab2cd01768f202816430"	"f"	"Portanto peço que ele seja muito feliz para onde for que seja lá prospero."	"neutra"	"5.299"
"bdf066947686ab2cd01768f202816430"	"f"	"Fui na casa do meu namorado hoje e ele tinha ido no mercado."	"neutra"	"3.205"
"bdf066947686ab2cd01768f202816430"	"f"	"Nunca passei fome e nem tive doença, agradeço a Deus por ter meus dois olhos,"	"neutra"	"4.172"
"bdf066947686ab2cd01768f202816430"	"f"	"Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra mim mesmo, pois só eu mesmo sei de tudo que eu já passei, nunca quis compartilhar minha merda de vida com ninguém."	"negativa"	"17.995"
"bdf066947686ab2cd01768f202816430"	"f"	"A Felicidade está sempre batendo a nossa porta, basta abri-la e convidá-la a entrar."	"positiva"	"3.865"
"bdf066947686ab2cd01768f202816430"	"f"	"Terreiros errados, guias errados, falta de educação com as pessoas, responsabilidade, falta de atitude, falta de sorte, falta de sair de casa, falta de correr atrás, punheta excessiva, cartas, tarô, trabalhos de aberturas."	"neutra"	"9.068"
"bdf066947686ab2cd01768f202816430"	"f"	"As mãos envolvendo-os enquanto a boca não para de lambê-los como se fosse sorvete, porque quase derretem na boca."	"neutra"	"5.758"
"bdf066947686ab2cd01768f202816430"	"f"	"Eles não gostam de mim, não acreditam em meu potencial de chegar a ser uma psicóloga, não dão nada por mim, pra eles eu sou a mesma coisa de um rato."	"negativa"	"9.007"
"bdf066947686ab2cd01768f202816430"	"f"	"Quem ama não esquece, quem ama não deixa passar."	"neutra"	"3.724"
"bdf066947686ab2cd01768f202816430"	"f"	"Ficamos namorando até o meu filho fazer um ano então nos casamos, compramos nossa casa e começamos uma vida juntos."	"neutra"	"5.625"
"bdf066947686ab2cd01768f202816430"	"f"	"Ela só se importa em te ver bem."	"neutra"	"1.995"
"bdf066947686ab2cd01768f202816430"	"f"	"Eu só quero que esse dia acabe logo."	"neutra"	"1.493"
"bdf066947686ab2cd01768f202816430"	"f"	"Pois é, me orgulho de mim mesma, porque mesmo com todos os problemas, continuo aqui intacta."	"positiva"	"6.322"
